"","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"1","4600 LIVINGSTON ROAD SE WASHINGTON, DC 20032 UNITED STATES",38.8239036,-77.0030868,38.8238536,38.8239536,-77.0031368,-77.0030368
"2","4300 7TH STREET SE WASHINGTON, DC 20032 UNITED STATES",38.8277923449674,-76.9969813514369,38.827742344967,38.827842344967,-76.997031351437,-76.996931351437
"3","1100 FLORIDA AVENUE NW WASHINGTON, DC 20009 UNITED STATES",38.9206382,-77.0273995,38.9205882,38.9206882,-77.0274495,-77.0273495
"4","1600 P STREET NW WASHINGTON, DC 20036 UNITED STATES",38.90956,-77.036683,38.90951,38.90961,-77.036733,-77.036633
"5","400 LAMONT STREET NW WASHINGTON, DC 20010 UNITED STATES",38.931396,-77.018644,38.931346,38.931446,-77.018694,-77.018594
"6","1800 CONNECTICUT AVENUE NW WASHINGTON, DC 20009 UNITED STATES",38.9143854,-77.0465065,38.9143354,38.9144354,-77.0465565,-77.0464565
"7","300 H STREET NE WASHINGTON, DC 20002 UNITED STATES",38.90073275,-77.0017729089624,38.900332,38.9009126,-77.0019037,-77.0011424
"8","900 8TH STREET NE WASHINGTON, DC 20002 UNITED STATES",38.9014646,-76.9952440232456,38.9014274,38.9014866,-76.9953711,-76.995117
"9","200 Q STREET NE WASHINGTON, DC 20002 UNITED STATES",38.91130675,-77.0028950228258,38.9111186,38.9116952,-77.0033928,-77.0022363
"10","1900 16TH STREET SE WASHINGTON, DC 20020 UNITED STATES",38.86702435,-76.981993949994,38.8669013,38.8671476,-76.982085,-76.9819091
"11","1800 14TH STREET NW WASHINGTON, DC 20009 UNITED STATES",38.914217,-77.032057,38.914167,38.914267,-77.032107,-77.032007
"12","1300 T STREET NW WASHINGTON, DC 20009 UNITED STATES",38.9155724,-77.0428839,38.9155717,38.915574,-77.0434257,-77.041658
"13","UNIT O STREET NW WASHINGTON, DC 20001 UNITED STATES",38.908574,-77.02397,38.9085678,38.908576,-77.029631,-77.018925
"14","1500 TUBMAN ROAD SE WASHINGTON, DC 20020 UNITED STATES",38.848414,-76.982442,38.848364,38.848464,-76.982492,-76.982392
"15","4200 7TH STREET SE WASHINGTON, DC 20032 UNITED STATES",38.829066,-76.996145,38.829016,38.829116,-76.996195,-76.996095
"16","3500 V STREET NE WASHINGTON, DC 20018 UNITED STATES",38.9186636739061,-76.9578020870369,38.918613673906,38.918713673906,-76.957852087037,-76.957752087037
"17","2000 MISSISSIPPI AVENUE SE WASHINGTON, DC 20020 UNITED STATES",38.8441111,-76.9750034763461,38.8440633,38.844149,-76.975047,-76.9749586
"18","3800 V STREET SE WASHINGTON, DC 20020 UNITED STATES",38.86444995,-76.951891925036,38.8644152,38.8644909,-76.9519905,-76.9517934
"19","1300 SOUTHERN AVENUE SE WASHINGTON, DC 20032 UNITED STATES",38.83463,-76.984242,38.83458,38.83468,-76.984292,-76.984192
"20","4200 7TH STREET SE WASHINGTON, DC 20032 UNITED STATES",38.829066,-76.996145,38.829016,38.829116,-76.996195,-76.996095
"21","800 10TH STREET NW WASHINGTON, DC 20001 UNITED STATES",38.9001238,-77.0261469,38.9000738,38.9001738,-77.0261969,-77.0260969
"22","1200 MAPLE VIEW PLACE SE WASHINGTON, DC 20020 UNITED STATES",38.863754,-76.990219,38.863704,38.863804,-76.990269,-76.990169
"23","1000 12TH STREET SE WASHINGTON, DC 20003 UNITED STATES",38.8781638,-76.9896981415875,38.8780384,38.878288,-76.9900592,-76.9893462
"24","4100 WISCONSIN AVENUE NW WASHINGTON, DC 20016 UNITED STATES",38.9425247,-77.0776404605145,38.9423388,38.9427299,-77.0781171,-77.07705
"25","3000 14TH STREET NW WASHINGTON, DC 20009 UNITED STATES",38.927657,-77.032632,38.927607,38.927707,-77.032682,-77.032582
"26","1300 POTOMAC AVENUE SE WASHINGTON, DC 20003 UNITED STATES",38.879666,-76.987364,38.879616,38.879716,-76.987414,-76.987314
"27","UNIT BATES STREET NW WASHINGTON, DC 20001 UNITED STATES",38.91038,-77.012163,38.91038,38.910382,-77.0151812,-77.0090993
"28","1600 ARGONNE PLACE NW WASHINGTON, DC 20009 UNITED STATES",38.926806,-77.037634,38.926756,38.926856,-77.037684,-77.037584
"29","200 MASSACHUSETTS AVENUE NW WASHINGTON, DC 20001 UNITED STATES",38.899207,-77.013843,38.899157,38.899257,-77.013893,-77.013793
"30","200 N STREET SW WASHINGTON, DC 20024 UNITED STATES",38.874571,-77.015866,38.874521,38.874621,-77.015916,-77.015816
"31","1800 M STREET NW WASHINGTON, DC 20036 UNITED STATES",38.905139,-77.041939,38.905089,38.905189,-77.041989,-77.041889
"32","1400 HOWARD ROAD SE WASHINGTON, DC 20020 UNITED STATES",38.859758,-76.989277,38.859708,38.859808,-76.989327,-76.989227
"33","1300 5TH STREET NE WASHINGTON, DC 20002 UNITED STATES",38.908846,-76.9982205,38.908796,38.908896,-76.9982705,-76.9981705
"34","800 7TH STREET NE WASHINGTON, DC 20002 UNITED STATES",38.900328,-76.996273,38.900278,38.900378,-76.996323,-76.996223
"35","UNIT 53RD PLACE SE WASHINGTON, DC 20019 UNITED STATES",38.8886048,-76.9247096,38.88675,38.8896958,-76.92498,-76.92425
"36","3600 22ND STREET SE WASHINGTON, DC 20020 UNITED STATES",38.84506,-76.9724156,38.84501,38.84511,-76.9724656,-76.9723656
"37","200 W STREET NW WASHINGTON, DC 20001 UNITED STATES",38.919566,-77.014946,38.919516,38.919616,-77.014996,-77.014896
"38","1700 14TH STREET NW WASHINGTON, DC 20009 UNITED STATES",38.92166,-77.03193,38.920064,38.923763,-77.032143,-77.031839
"39","200 N STREET SW WASHINGTON, DC 20024 UNITED STATES",38.874571,-77.015866,38.874521,38.874621,-77.015916,-77.015816
"40","1300 IRVING STREET NW WASHINGTON, DC 20010 UNITED STATES",38.928553,-77.029866,38.928503,38.928603,-77.029916,-77.029816
"41","1000 MOUNT OLIVET ROAD NE WASHINGTON, DC 20002 UNITED STATES",38.91241385,-76.9883388195935,38.9119582,38.9128945,-76.9891843,-76.9881928
"42","4300 WHEELER ROAD SE WASHINGTON, DC 20032 UNITED STATES",38.83269965,-76.987957626234,38.8326445,38.8327546,-76.9880239,-76.9878915
"43","1900 16TH STREET SE WASHINGTON, DC 20020 UNITED STATES",38.86702435,-76.981993949994,38.8669013,38.8671476,-76.982085,-76.9819091
"44","3800 MINNESOTA AVENUE NE WASHINGTON, DC 20019 UNITED STATES",38.892437,-76.951273,38.892387,38.892487,-76.951323,-76.951223
"45","600 CHESAPEAKE STREET SE WASHINGTON, DC 20032 UNITED STATES",38.829286,-76.998338,38.829236,38.829336,-76.998388,-76.998288
"46","1700 14TH STREET NW WASHINGTON, DC 20009 UNITED STATES",38.92166,-77.03193,38.920064,38.923763,-77.032143,-77.031839
"47","200 MASSACHUSETTS AVENUE NW WASHINGTON, DC 20001 UNITED STATES",38.899207,-77.013843,38.899157,38.899257,-77.013893,-77.013793
"48","2900 SOUTHERN AVENUE SE WASHINGTON, DC 20020 UNITED STATES",38.849594,-76.965065,38.849544,38.849644,-76.965115,-76.965015
"49","700 3RD STREET SW WASHINGTON, DC 20024 UNITED STATES",38.881156,-77.015087,38.881106,38.881206,-77.015137,-77.015037
"50","2600 30TH STREET SE WASHINGTON, DC 20020 UNITED STATES",38.860632,-76.964617,38.860582,38.860682,-76.964667,-76.964567
"51","1300 SAVANNAH STREET SE WASHINGTON, DC 20032 UNITED STATES",38.844258,-76.985092,38.844208,38.844308,-76.985142,-76.985042
"52","900 EMERSON STREET NW WASHINGTON, DC 20011 UNITED STATES",38.9495769,-77.0256281094089,38.9495207,38.9496668,-77.0256735,-77.0255857
"53","4200 4TH STREET SE WASHINGTON, DC 20032 UNITED STATES",38.829082,-77.000462,38.829032,38.829132,-77.000512,-77.000412
"54","600 INDIANA AVENUE NW WASHINGTON, DC 20004 UNITED STATES",38.8943785,-77.0200659,38.8938907,38.8948029,-77.0219319,-77.0183329
"55","2900 10TH ST NE WASHINGTON, DC 20017 UNITED STATES",38.926661,-76.992671674859,38.9266286,38.9266795,-76.9927589,-76.9925841
"56","1500 1ST STREET SW WASHINGTON, DC 20024 UNITED STATES",38.8717515,-77.01197,38.8717015,38.8718015,-77.01202,-77.01192
"57","1500 1ST STREET SW WASHINGTON, DC 20024 UNITED STATES",38.8717515,-77.01197,38.8717015,38.8718015,-77.01202,-77.01192
"58","1300 SAVANNAH STREET SE WASHINGTON, DC 20032 UNITED STATES",38.844258,-76.985092,38.844208,38.844308,-76.985142,-76.985042
"59","300 WATER STREET SE WASHINGTON, DC 20003 UNITED STATES",38.8739785,-77.0017416,38.8739285,38.8740285,-77.0017916,-77.0016916
"60","2400 ELVANS ROAD SE WASHINGTON, DC 20020 UNITED STATES",38.854423,-76.98608,38.854373,38.854473,-76.98613,-76.98603
"61","1300 SAVANNAH STREET SE WASHINGTON, DC 20032 UNITED STATES",38.844258,-76.985092,38.844208,38.844308,-76.985142,-76.985042
"62","3900 1ST STREET SE WASHINGTON, DC 20032 UNITED STATES",38.8328527,-77.005618924965,38.832817,38.8328885,-77.0056984,-77.0055394
"63","2300 15TH STREET NW WASHINGTON, DC 20009 UNITED STATES",38.9201950889998,-77.0348929007192,38.920145089,38.920245089,-77.034942900719,-77.034842900719
"64","1600 MARYLAND AVENUE NE WASHINGTON, DC 20002 UNITED STATES",38.901294,-76.980788,38.901244,38.901344,-76.980838,-76.980738
"65","600 LONGFELLOW STREET NW WASHINGTON, DC 20011 UNITED STATES",38.9574008343398,-77.0211576789151,38.95735083434,38.95745083434,-77.021207678915,-77.021107678915
"66","600 LONGFELLOW STREET NW WASHINGTON, DC 20011 UNITED STATES",38.9574008343398,-77.0211576789151,38.95735083434,38.95745083434,-77.021207678915,-77.021107678915
"67","4600 EAST CAPITOL STREET SE WASHINGTON, DC 20019 UNITED STATES",38.8896597,-76.9378159,38.8896575,38.8896611,-76.9380299,-76.9374909
"68","700 7TH STREET NE WASHINGTON, DC 20002 UNITED STATES",38.899031,-76.996273,38.898981,38.899081,-76.996323,-76.996223
"69","1200 I STREET SE WASHINGTON, DC 20003 UNITED STATES",38.8794429,-76.9899034078773,38.8794016,38.8794861,-76.990027,-76.9897799
"70","3900 1ST STREET SE WASHINGTON, DC 20032 UNITED STATES",38.8328527,-77.005618924965,38.832817,38.8328885,-77.0056984,-77.0055394
"71","4200 4TH STREET SE WASHINGTON, DC 20032 UNITED STATES",38.829082,-77.000462,38.829032,38.829132,-77.000512,-77.000412
"72","600 LONGFELLOW STREET NW WASHINGTON, DC 20011 UNITED STATES",38.9574008343398,-77.0211576789151,38.95735083434,38.95745083434,-77.021207678915,-77.021107678915
"73","3000 30TH STREET SE WASHINGTON, DC 20020 UNITED STATES",38.8532817,-76.9654461001976,38.8532317,38.8533308,-76.9655417,-76.9653506
"74","1000 MOUNT OLIVET ROAD NE WASHINGTON, DC 20002 UNITED STATES",38.91241385,-76.9883388195935,38.9119582,38.9128945,-76.9891843,-76.9881928
"75","4600 HILLSIDE ROAD SE WASHINGTON, DC 20019 UNITED STATES",38.8767056,-76.9338846748724,38.8766075,38.8768037,-76.9339162,-76.9338529
"76","800 QUINCY STREET NW WASHINGTON, DC 20011 UNITED STATES",38.937526,-77.024655,38.937476,38.937576,-77.024705,-77.024605
"77","700 7TH STREET NE WASHINGTON, DC 20002 UNITED STATES",38.899031,-76.996273,38.898981,38.899081,-76.996323,-76.996223
"78","4200 4TH STREET SE WASHINGTON, DC 20032 UNITED STATES",38.829082,-77.000462,38.829032,38.829132,-77.000512,-77.000412
"79","2500 ELVANS ROAD SE WASHINGTON, DC 20020 UNITED STATES",38.8540960919074,-76.988474000004,38.854046091907,38.854146091907,-76.988524000004,-76.988424000004
"80","1300 PARKWOOD PLACE NW WASHINGTON, DC 20010 UNITED STATES",38.935214,-77.031023,38.935164,38.935264,-77.031073,-77.030973
"81","3900 1ST STREET SE WASHINGTON, DC 20032 UNITED STATES",38.8328527,-77.005618924965,38.832817,38.8328885,-77.0056984,-77.0055394
"82","4200 4TH STREET SE WASHINGTON, DC 20032 UNITED STATES",38.829082,-77.000462,38.829032,38.829132,-77.000512,-77.000412
"83","3600 B STREET SE WASHINGTON, DC 20019 UNITED STATES",38.8881061,-76.9521523,38.8880561,38.8881561,-76.9522023,-76.9521023
"84","1500 1ST STREET SW WASHINGTON, DC 20024 UNITED STATES",38.8717515,-77.01197,38.8717015,38.8718015,-77.01202,-77.01192
"85","3900 1ST STREET SE WASHINGTON, DC 20032 UNITED STATES",38.8328527,-77.005618924965,38.832817,38.8328885,-77.0056984,-77.0055394
"86","1500 1ST STREET SW WASHINGTON, DC 20024 UNITED STATES",38.8717515,-77.01197,38.8717015,38.8718015,-77.01202,-77.01192
"87","600 H STREET NW WASHINGTON, DC 20001 UNITED STATES",38.899729,-77.020068,38.899679,38.899779,-77.020118,-77.020018
"88","1500 1ST STREET SW WASHINGTON, DC 20024 UNITED STATES",38.8717515,-77.01197,38.8717015,38.8718015,-77.01202,-77.01192
"89","1500 1ST STREET SW WASHINGTON, DC 20024 UNITED STATES",38.8717515,-77.01197,38.8717015,38.8718015,-77.01202,-77.01192
"90","3600 B STREET SE WASHINGTON, DC 20019 UNITED STATES",38.8881061,-76.9521523,38.8880561,38.8881561,-76.9522023,-76.9521023
"91","300 INDIANA AVENUE NW WASHINGTON, DC 20001 UNITED STATES",38.8943135,-77.0165423,38.8942635,38.8943635,-77.0165923,-77.0164923
"92","600 H STREET NW WASHINGTON, DC 20001 UNITED STATES",38.899729,-77.020068,38.899679,38.899779,-77.020118,-77.020018
"93","4200 4TH STREET SE WASHINGTON, DC 20032 UNITED STATES",38.829082,-77.000462,38.829032,38.829132,-77.000512,-77.000412
"94","5000 HAYES STREET NE WASHINGTON, DC 20019 UNITED STATES",38.89994,-76.928346,38.89989,38.89999,-76.928396,-76.928296
"95","5000 HAYES STREET NE WASHINGTON, DC 20019 UNITED STATES",38.89994,-76.928346,38.89989,38.89999,-76.928396,-76.928296
"96","5000 HAYES STREET NE WASHINGTON, DC 20019 UNITED STATES",38.89994,-76.928346,38.89989,38.89999,-76.928396,-76.928296
"97","1500 BENNING ROAD NE WASHINGTON, DC 20002 UNITED STATES",38.9002011,-76.9818082,38.9001511,38.9002511,-76.9818582,-76.9817582
"98","1400 CEDAR STREET SE WASHINGTON, DC 20020 UNITED STATES",38.862257,-76.985682,38.862207,38.862307,-76.985732,-76.985632
"99","5000 HAYES STREET NE WASHINGTON, DC 20019 UNITED STATES",38.89994,-76.928346,38.89989,38.89999,-76.928396,-76.928296
"100","5000 HAYES STREET NE WASHINGTON, DC 20019 UNITED STATES",38.89994,-76.928346,38.89989,38.89999,-76.928396,-76.928296
"101","1500 1ST STREET SW WASHINGTON, DC 20024 UNITED STATES",38.8717515,-77.01197,38.8717015,38.8718015,-77.01202,-77.01192
"102","1500 BENNING RD NE",38.9002011,-76.9818082,38.9001511,38.9002511,-76.9818582,-76.9817582
"103","5500 E ST SE",38.8817169950624,-76.924149987656,38.881666995062,38.881766995062,-76.924199987656,-76.924099987656
"104","3500 WATER ST NW",47.0451496,-122.9042368,47.0446689,47.0455444,-122.904607,-122.9042018
"105","400 KENYON ST NW",38.930451,-77.018411,38.930401,38.930501,-77.018461,-77.018361
"106","1200 BRANCH AVE SE",38.875536,-76.961044,38.875486,38.875586,-76.961094,-76.960994
"107","3200 E ST SE",38.8830468,-76.9609899839503,38.8829703,38.8832111,-76.9612691,-76.9609325
"108","19TH ST SE",35.1401325,-84.8707755,35.1397726,35.1401325,-84.8707755,-84.869804
"109","1300 H ST NE",38.90039265,-76.9880617786337,38.9003189,38.9004643,-76.9881548,-76.9879688
"110","3300 MINNESOTA AVE SE",38.882127,-76.958692,38.882077,38.882177,-76.958742,-76.958642
"111","BENNING RD NE",38.8996121,-76.9799759,38.8994773,38.8997708,-76.9809591,-76.9792672
"112","12TH ST NW",38.9014417,-77.0280845,38.9006759,38.902518,-77.0281346,-77.0280345
"113","4500 3RD ST SE",38.825113,-77.0011796,38.825063,38.825163,-77.0012296,-77.0011296
"114","BENNING RD NE",38.8996121,-76.9799759,38.8994773,38.8997708,-76.9809591,-76.9792672
"115","700 12TH ST NW",27.779466,-82.650813,27.779416,27.779516,-82.650863,-82.650763
"116","PARK RD NW",53.4509135,-2.3564957,53.4495709,53.45222,-2.3569473,-2.355934
"117","1700 BENNING RD NE",38.89953,-76.979095,38.89948,38.89958,-76.979145,-76.979045
"118","1800 BENNING RD NE",38.8993248,-76.9773425383463,38.8992705,38.8993795,-76.977384,-76.9773003
"119","1900 INDEPENDENCE AVE SE",38.887672,-76.977098,38.887622,38.887722,-76.977148,-76.977048
"120","3900 RESERVOIR RD NW",38.9118599,-77.0769405377657,38.9116026,38.9121552,-77.0774487,-77.0764286
"121","BENNING RD NE",38.8996121,-76.9799759,38.8994773,38.8997708,-76.9809591,-76.9792672
"122","G ST SW",38.8812777,-77.0218421,38.8812777,38.8812791,-77.0219956,-77.0218421
"123","17TH ST NE",27.8264,-82.612778,27.8264,27.8271313,-82.612778,-82.612767
"124","3300 BENNING RD NE",38.8968512,-76.9544881254218,38.8966709,38.8970316,-76.9548575,-76.9541188
"125","400 KENYON ST NW",38.930451,-77.018411,38.930401,38.930501,-77.018461,-77.018361
"126","3300 MINNESOTA AVE SE",38.882127,-76.958692,38.882077,38.882177,-76.958742,-76.958642
"127","1000 M ST SE",38.87656,-76.99251,38.87651,38.87661,-76.99256,-76.99246
"128","1900 BENNING RD NE",38.9001417,-76.98481,38.9001417,38.900201,-76.9850687,-76.9841871
"129","M ST NW",38.905197,-77.0612668,38.9051887,38.905198,-77.0619685,-77.0611842
"130","3300 MINNESOTA AVE SE",38.882127,-76.958692,38.882077,38.882177,-76.958742,-76.958642
"131","1000 14TH ST NW",27.782191,-82.652955,27.782141,27.782241,-82.653005,-82.652905
"132","1900 INDEPENDENCE AVE SE",38.887672,-76.977098,38.887622,38.887722,-76.977148,-76.977048
"133","900 17TH ST NE",44.041238,-92.449786,44.041188,44.041288,-92.449836,-92.449736
"134","2200 SOUTH DAKOTA AVE NE",38.91992505,-76.9586215174828,38.9195343,38.9202627,-76.9589591,-76.9581051
"135","3300 MINNESOTA AVE SE",38.882127,-76.958692,38.882077,38.882177,-76.958742,-76.958642
"136","19TH ST SE",35.1401325,-84.8707755,35.1397726,35.1401325,-84.8707755,-84.869804
"137","3500 STANTON RD SE",38.8443385,-76.9786404,38.8442885,38.8443885,-76.9786904,-76.9785904
"138","SOUTH CAPITOL ST SE",38.8696936,-77.007598,38.8679144,38.8701259,-77.0082712,-77.0031643
"139","3300 MINNESOTA AVE SE",38.882127,-76.958692,38.882077,38.882177,-76.958742,-76.958642
"140","700 MISSOURI AVE NW",38.959294,-77.023147,38.959244,38.959344,-77.023197,-77.023097
"141","14TH ST NW",27.7847575,-82.6528406,27.7811526,27.7865856,-82.652852,-82.6528182
"142","800 12TH ST NW",27.7802599393939,-82.6508372424242,27.780209939394,27.780309939394,-82.650887242424,-82.650787242424
"143","1200 H ST NE",38.9003748,-76.9900272,38.9003248,38.9004248,-76.9900772,-76.9899772
"144","G ST SW",38.8812777,-77.0218421,38.8812777,38.8812791,-77.0219956,-77.0218421
"145","INDEPENDENCE AVE SE",38.887615,-77.0047105,38.8876078,38.887615,-77.0059234,-77.0040276
"146","1000 H ST NW",38.8993403,-77.0264877,38.8992903,38.8993903,-77.0265377,-77.0264377
"147","1500 INDEPENDENCE AVE SE",38.88778375,-76.9833664023678,38.8877065,38.8878501,-76.9835042,-76.9832286
"148","INDEPENDENCE AVE SE",38.887615,-77.0047105,38.8876078,38.887615,-77.0059234,-77.0040276
"149","1800 BENNING RD NE",38.8993248,-76.9773425383463,38.8992705,38.8993795,-76.977384,-76.9773003
"150","800 12TH ST NW",27.7802599393939,-82.6508372424242,27.780209939394,27.780309939394,-82.650887242424,-82.650787242424
"151","INDEPENDENCE AVE SE",38.887615,-77.0047105,38.8876078,38.887615,-77.0059234,-77.0040276
"152","800 12TH ST NW",27.7802599393939,-82.6508372424242,27.780209939394,27.780309939394,-82.650887242424,-82.650787242424
"153","3300 MINNESOTA AVE SE",38.882127,-76.958692,38.882077,38.882177,-76.958742,-76.958642
"154","BENNING RD NE",38.8996121,-76.9799759,38.8994773,38.8997708,-76.9809591,-76.9792672
"155","1400 U ST NW",38.916915,-77.032109,38.916865,38.916965,-77.032159,-77.032059
"156","NEW YORK AVE NE",38.9171253,-76.9801425,38.9168378,38.9171562,-76.9815286,-76.97902
"157","DUPONT CIR NW",38.9097528,-77.0442238,38.9097528,38.9098103,-77.0442238,-77.0442054
"158","1200 11TH ST NW",27.7756441315301,-82.650503529429,27.77559413153,27.77569413153,-82.650553529429,-82.650453529429
"159","GEORGIA AVE NW",33.928456,-84.244904,33.9277419,33.928992,-84.2468562,-84.243079
"160","BENNING RD NE",38.8996121,-76.9799759,38.8994773,38.8997708,-76.9809591,-76.9792672
"161","1400 H ST NE",38.900279,-76.985346,38.900229,38.900329,-76.985396,-76.985296
"162","1200 H ST NE",38.9003748,-76.9900272,38.9003248,38.9004248,-76.9900772,-76.9899772
"163","3100 WATER ST NW",47.0451496,-122.9042368,47.0446689,47.0455444,-122.904607,-122.9042018
"164","12TH ST NW",38.9014417,-77.0280845,38.9006759,38.902518,-77.0281346,-77.0280345
"165","BENNING RD NE",38.8996121,-76.9799759,38.8994773,38.8997708,-76.9809591,-76.9792672
"166","1900 INDEPENDENCE AVE SE",38.887672,-76.977098,38.887622,38.887722,-76.977148,-76.977048
"167","INDEPENDENCE AVE SE",38.887615,-77.0047105,38.8876078,38.887615,-77.0059234,-77.0040276
"168","THOMAS CIR NW",38.9054338,-77.0316113,38.905342,38.9055482,-77.0317483,-77.0315317
"169","MAINE AVE SW",38.8810919,-77.0262208,38.8809121,38.8812797,-77.0266607,-77.0257903
"170","3300 MINNESOTA AVE SE",38.882127,-76.958692,38.882077,38.882177,-76.958742,-76.958642
"171","19TH ST SE",35.1401325,-84.8707755,35.1397726,35.1401325,-84.8707755,-84.869804
"172","1300 BRANCH AVE SE",38.87396255,-76.9606807661087,38.873903,38.8740518,-76.9607448,-76.9606189
"173","MASSACHUSETTS AVE NW",38.928044,-77.072397,38.927778,38.928261,-77.0726898,-77.072023
"174","800 12TH ST NW",27.7802599393939,-82.6508372424242,27.780209939394,27.780309939394,-82.650887242424,-82.650787242424
"175","BENNING RD NE",38.8996121,-76.9799759,38.8994773,38.8997708,-76.9809591,-76.9792672
"176","3300 MINNESOTA AVE SE",38.882127,-76.958692,38.882077,38.882177,-76.958742,-76.958642
"177","MINNESOTA AVE SE",38.880234,-76.959926,38.8772254,38.883808,-76.9631926,-76.957368
"178","BENNING RD NE",38.8996121,-76.9799759,38.8994773,38.8997708,-76.9809591,-76.9792672
"179","3300 MINNESOTA AVE SE",38.882127,-76.958692,38.882077,38.882177,-76.958742,-76.958642
"180","300 MINNESOTA AVE SE",45.118911,-95.039965,45.118861,45.118961,-95.040015,-95.039915
"181","14TH/MARYLAND AVE NE",42.9634363424658,-85.6102386164384,42.963386342466,42.963486342466,-85.610288616438,-85.610188616438
"182","NORTH CAPITOL ST NW",38.956315,-77.0090472,38.9562058,38.956587,-77.0090522,-77.0090472
"183","16TH ST NW",27.7829395,-82.6548901,27.7811426,27.7840525,-82.6549327,-82.654879
"184","4TH ST NW",27.8269657,-82.6385927,27.8211569,27.8332316,-82.638605,-82.6385712
"185","700 12TH ST NW",27.779466,-82.650813,27.779416,27.779516,-82.650863,-82.650763
"186","2800 BENNING RD NE",38.897142,-76.961003,38.897092,38.897192,-76.961053,-76.960953
"187","1900 BENNING RD NE",38.9001417,-76.98481,38.9001417,38.900201,-76.9850687,-76.9841871
"188","3300 MINNESOTA AVE SE",38.882127,-76.958692,38.882077,38.882177,-76.958742,-76.958642
"189","700 12TH ST NW",27.779466,-82.650813,27.779416,27.779516,-82.650863,-82.650763
"190","10TH ST SE",36.936752,-82.598038,36.936683,36.936929,-82.598142,-82.597958
"191","INDEPENDENCE AVE SE",38.887615,-77.0047105,38.8876078,38.887615,-77.0059234,-77.0040276
"192","K ST NW",38.9025235,-77.0421925,38.9024735,38.9025735,-77.0429455,-77.0421925
"193","100 M ST SW",38.876376,-77.012334,38.876326,38.876426,-77.012384,-77.012284
"194","I ST SE",38.879278,-76.992885,38.879275,38.8792841,-76.9941077,-76.991533
"195","1000 MOUNT OLIVET RD NE",38.91241385,-76.9883388195935,38.9119582,38.9128945,-76.9891843,-76.9881928
"196","BENNING RD NE",38.8996121,-76.9799759,38.8994773,38.8997708,-76.9809591,-76.9792672
"197","1500 NEW JERSEY AVE NW",38.909738,-77.016439,38.909688,38.909788,-77.016489,-77.016389
"198","19TH ST SE",35.1401325,-84.8707755,35.1397726,35.1401325,-84.8707755,-84.869804
"199","200 N STREET SW WASHINGTON, DC 20024 UNITED STATES",38.874571,-77.015866,38.874521,38.874621,-77.015916,-77.015816
"200","1000 MOUNT OLIVET ROAD NE WASHINGTON, DC 20002 UNITED STATES",38.91241385,-76.9883388195935,38.9119582,38.9128945,-76.9891843,-76.9881928
"201","900 8TH STREET NE WASHINGTON, DC 20002 UNITED STATES",38.9014646,-76.9952440232456,38.9014274,38.9014866,-76.9953711,-76.995117
"202","200 FLORIDA AVENUE NW WASHINGTON, DC 20001 UNITED STATES",38.91274775,-77.014050872547,38.9127069,38.9127886,-77.0140811,-77.0140206
"203","200 FLORIDA AVENUE NW WASHINGTON, DC 20001 UNITED STATES",38.91274775,-77.014050872547,38.9127069,38.9127886,-77.0140811,-77.0140206
"204","200 FLORIDA AVENUE NW WASHINGTON, DC 20001 UNITED STATES",38.91274775,-77.014050872547,38.9127069,38.9127886,-77.0140811,-77.0140206
"205","200 FLORIDA AVENUE NW WASHINGTON, DC 20001 UNITED STATES",38.91274775,-77.014050872547,38.9127069,38.9127886,-77.0140811,-77.0140206
"206","200 8TH STREET SE WASHINGTON, DC 20003 UNITED STATES",38.887469,-76.994859,38.887419,38.887519,-76.994909,-76.994809
"207","200 RHODE ISLAND AVENUE NE WASHINGTON, DC 20002 UNITED STATES",38.9191768,-77.0032733,38.9191268,38.9192268,-77.0033233,-77.0032233
"208","1500 F STREET NE WASHINGTON, DC 20002 UNITED STATES",38.896751,-76.983487,38.896701,38.896801,-76.983537,-76.983437
"209","1600 T STREET SE WASHINGTON, DC 20020 UNITED STATES",38.867348,-76.982067,38.867298,38.867398,-76.982117,-76.982017
"210","600 I STREET NE WASHINGTON, DC 20002 UNITED STATES",38.9014931,-76.9982266279465,38.9014449,38.9015578,-76.9982955,-76.9981581
"211","1500 ALABAMA AVENUE SE WASHINGTON, DC 20032 UNITED STATES",38.846214,-76.982985,38.846164,38.846264,-76.983035,-76.982935
"212","5000 HAYES STREET NE WASHINGTON, DC 20019 UNITED STATES",38.89994,-76.928346,38.89989,38.89999,-76.928396,-76.928296
"213","1300 POTOMAC AVENUE SE WASHINGTON, DC 20003 UNITED STATES",38.879666,-76.987364,38.879616,38.879716,-76.987414,-76.987314
"214","200 RHODE ISLAND AVENUE NE WASHINGTON, DC 20002 UNITED STATES",38.9191768,-77.0032733,38.9191268,38.9192268,-77.0033233,-77.0032233
"215","4400 LEE ST NE WASHINGTON, DC 20019 UNITED STATES",38.905157,-76.938376,38.905107,38.905207,-76.938426,-76.938326
"216","900 RHODE ISLAND AVENUE NE WASHINGTON, DC 20018 UNITED STATES",38.92244985,-76.9936711184961,38.9222684,38.9226741,-76.9938215,-76.9932422
"217","200 FLORIDA AVENUE NW WASHINGTON, DC 20001 UNITED STATES",38.91274775,-77.014050872547,38.9127069,38.9127886,-77.0140811,-77.0140206
